original_file,resampled_path,original_sample_rate,target_sample_rate,duration_sec
data\raw\gary_stafford\real\gs_00558.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00558.wav,16000,16000,4.2440625
data\raw\gary_stafford\real\gs_00559.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00559.wav,16000,16000,6.0090625
data\raw\gary_stafford\real\gs_00560.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00560.wav,16000,16000,2.9090625
data\raw\gary_stafford\real\gs_00561.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00561.wav,16000,16000,2.71
data\raw\gary_stafford\real\gs_00562.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00562.wav,16000,16000,5.3670625
data\raw\gary_stafford\real\gs_00563.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00563.wav,16000,16000,4.358
data\raw\gary_stafford\real\gs_00564.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00564.wav,16000,16000,3.0
data\raw\gary_stafford\real\gs_00565.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00565.wav,16000,16000,3.0740625
data\raw\gary_stafford\real\gs_00566.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00566.wav,16000,16000,3.2850625
data\raw\gary_stafford\real\gs_00567.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00567.wav,16000,16000,5.542
data\raw\gary_stafford\real\gs_00568.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00568.wav,16000,16000,3.2090625
data\raw\gary_stafford\real\gs_00569.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00569.wav,16000,16000,2.7950625
data\raw\gary_stafford\real\gs_00570.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00570.wav,16000,16000,4.3670625
data\raw\gary_stafford\real\gs_00571.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00571.wav,16000,16000,3.235
data\raw\gary_stafford\real\gs_00572.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00572.wav,16000,16000,4.16
data\raw\gary_stafford\real\gs_00573.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00573.wav,16000,16000,3.4730625
data\raw\gary_stafford\real\gs_00574.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00574.wav,16000,16000,3.191
data\raw\gary_stafford\real\gs_00575.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00575.wav,16000,16000,6.934
data\raw\gary_stafford\real\gs_00576.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00576.wav,16000,16000,3.3990625
data\raw\gary_stafford\real\gs_00577.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00577.wav,16000,16000,2.5980625
data\raw\gary_stafford\real\gs_00578.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00578.wav,16000,16000,2.7830625
data\raw\gary_stafford\real\gs_00579.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00579.wav,16000,16000,4.533
data\raw\gary_stafford\real\gs_00580.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00580.wav,16000,16000,3.31
data\raw\gary_stafford\real\gs_00581.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00581.wav,16000,16000,8.915
data\raw\gary_stafford\real\gs_00582.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00582.wav,16000,16000,2.691
data\raw\gary_stafford\real\gs_00583.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00583.wav,16000,16000,4.1070625
data\raw\gary_stafford\real\gs_00584.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00584.wav,16000,16000,3.855
data\raw\gary_stafford\real\gs_00585.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00585.wav,16000,16000,5.7060625
data\raw\gary_stafford\real\gs_00586.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00586.wav,16000,16000,2.8930625
data\raw\gary_stafford\real\gs_00587.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00587.wav,16000,16000,3.845
data\raw\gary_stafford\real\gs_00588.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00588.wav,16000,16000,5.097
data\raw\gary_stafford\real\gs_00589.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00589.wav,16000,16000,6.0390625
data\raw\gary_stafford\real\gs_00590.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00590.wav,16000,16000,3.123
data\raw\gary_stafford\real\gs_00591.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00591.wav,16000,16000,3.6540625
data\raw\gary_stafford\real\gs_00592.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00592.wav,16000,16000,4.624
data\raw\gary_stafford\real\gs_00593.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00593.wav,16000,16000,5.896
data\raw\gary_stafford\real\gs_00594.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00594.wav,16000,16000,3.512
data\raw\gary_stafford\real\gs_00595.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00595.wav,16000,16000,8.655
data\raw\gary_stafford\real\gs_00596.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00596.wav,16000,16000,3.86
data\raw\gary_stafford\real\gs_00597.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00597.wav,16000,16000,3.066
data\raw\gary_stafford\real\gs_00598.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00598.wav,16000,16000,2.81
data\raw\gary_stafford\real\gs_00599.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00599.wav,16000,16000,2.9360625
data\raw\gary_stafford\real\gs_00600.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00600.wav,16000,16000,3.24
data\raw\gary_stafford\real\gs_00601.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00601.wav,16000,16000,3.6720625
data\raw\gary_stafford\real\gs_00602.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00602.wav,16000,16000,3.544
data\raw\gary_stafford\real\gs_00603.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00603.wav,16000,16000,5.334
data\raw\gary_stafford\real\gs_00604.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00604.wav,16000,16000,4.136
data\raw\gary_stafford\real\gs_00605.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00605.wav,16000,16000,3.4190625
data\raw\gary_stafford\real\gs_00606.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00606.wav,16000,16000,7.642
data\raw\gary_stafford\real\gs_00607.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00607.wav,16000,16000,2.574
data\raw\gary_stafford\real\gs_00608.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00608.wav,16000,16000,2.61
data\raw\gary_stafford\real\gs_00609.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00609.wav,16000,16000,3.071
data\raw\gary_stafford\real\gs_00610.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00610.wav,16000,16000,3.029
data\raw\gary_stafford\real\gs_00611.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00611.wav,16000,16000,3.692
data\raw\gary_stafford\real\gs_00612.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00612.wav,16000,16000,4.195
data\raw\gary_stafford\real\gs_00613.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00613.wav,16000,16000,3.3790625
data\raw\gary_stafford\real\gs_00614.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00614.wav,16000,16000,2.8370625
data\raw\gary_stafford\real\gs_00615.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00615.wav,16000,16000,2.8560625
data\raw\gary_stafford\real\gs_00616.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00616.wav,16000,16000,3.495
data\raw\gary_stafford\real\gs_00617.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00617.wav,16000,16000,4.4730625
data\raw\gary_stafford\real\gs_00618.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00618.wav,16000,16000,4.1670625
data\raw\gary_stafford\real\gs_00619.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00619.wav,16000,16000,6.573
data\raw\gary_stafford\real\gs_00620.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00620.wav,16000,16000,4.461
data\raw\gary_stafford\real\gs_00621.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00621.wav,16000,16000,3.451
data\raw\gary_stafford\real\gs_00622.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00622.wav,16000,16000,2.6150625
data\raw\gary_stafford\real\gs_00623.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00623.wav,16000,16000,2.6250625
data\raw\gary_stafford\real\gs_00624.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00624.wav,16000,16000,3.238
data\raw\gary_stafford\real\gs_00625.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00625.wav,16000,16000,4.673
data\raw\gary_stafford\real\gs_00626.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00626.wav,16000,16000,8.7430625
data\raw\gary_stafford\real\gs_00627.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00627.wav,16000,16000,2.621
data\raw\gary_stafford\real\gs_00628.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00628.wav,16000,16000,3.4690625
data\raw\gary_stafford\real\gs_00629.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00629.wav,16000,16000,3.071
data\raw\gary_stafford\real\gs_00630.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00630.wav,16000,16000,3.745
data\raw\gary_stafford\real\gs_00631.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00631.wav,16000,16000,5.1050625
data\raw\gary_stafford\real\gs_00632.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00632.wav,16000,16000,2.515
data\raw\gary_stafford\real\gs_00633.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00633.wav,16000,16000,3.033
data\raw\gary_stafford\real\gs_00634.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00634.wav,16000,16000,6.532
data\raw\gary_stafford\real\gs_00635.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00635.wav,16000,16000,3.965
data\raw\gary_stafford\real\gs_00636.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00636.wav,16000,16000,2.6890625
data\raw\gary_stafford\real\gs_00637.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00637.wav,16000,16000,2.534
data\raw\gary_stafford\real\gs_00638.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00638.wav,16000,16000,3.6370625
data\raw\gary_stafford\real\gs_00639.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00639.wav,16000,16000,4.133
data\raw\gary_stafford\real\gs_00640.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00640.wav,16000,16000,2.678
data\raw\gary_stafford\real\gs_00641.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00641.wav,16000,16000,8.0530625
data\raw\gary_stafford\real\gs_00642.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00642.wav,16000,16000,3.4280625
data\raw\gary_stafford\real\gs_00643.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00643.wav,16000,16000,2.726
data\raw\gary_stafford\real\gs_00644.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00644.wav,16000,16000,3.324
data\raw\gary_stafford\real\gs_00645.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00645.wav,16000,16000,2.652
data\raw\gary_stafford\real\gs_00646.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00646.wav,16000,16000,2.9370625
data\raw\gary_stafford\real\gs_00647.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00647.wav,16000,16000,2.5390625
data\raw\gary_stafford\real\gs_00648.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00648.wav,16000,16000,9.762
data\raw\gary_stafford\real\gs_00649.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00649.wav,16000,16000,3.556
data\raw\gary_stafford\real\gs_00650.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00650.wav,16000,16000,5.791
data\raw\gary_stafford\real\gs_00651.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00651.wav,16000,16000,5.0330625
data\raw\gary_stafford\real\gs_00652.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00652.wav,16000,16000,3.448
data\raw\gary_stafford\real\gs_00653.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00653.wav,16000,16000,3.5330625
data\raw\gary_stafford\real\gs_00654.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00654.wav,16000,16000,4.026
data\raw\gary_stafford\real\gs_00655.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00655.wav,16000,16000,2.724
data\raw\gary_stafford\real\gs_00656.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00656.wav,16000,16000,3.44
data\raw\gary_stafford\real\gs_00657.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00657.wav,16000,16000,2.504
data\raw\gary_stafford\real\gs_00658.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00658.wav,16000,16000,3.9170625
data\raw\gary_stafford\real\gs_00659.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00659.wav,16000,16000,2.5210625
data\raw\gary_stafford\real\gs_00660.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00660.wav,16000,16000,6.4150625
data\raw\gary_stafford\real\gs_00661.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00661.wav,16000,16000,6.841
data\raw\gary_stafford\real\gs_00662.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00662.wav,16000,16000,6.842
data\raw\gary_stafford\real\gs_00663.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00663.wav,16000,16000,6.936
data\raw\gary_stafford\real\gs_00664.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00664.wav,16000,16000,6.75
data\raw\gary_stafford\real\gs_00665.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00665.wav,16000,16000,3.6320625
data\raw\gary_stafford\real\gs_00666.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00666.wav,16000,16000,2.9520625
data\raw\gary_stafford\real\gs_00667.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00667.wav,16000,16000,3.523
data\raw\gary_stafford\real\gs_00668.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00668.wav,16000,16000,3.608
data\raw\gary_stafford\real\gs_00669.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00669.wav,16000,16000,2.554
data\raw\gary_stafford\real\gs_00670.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00670.wav,16000,16000,4.4140625
data\raw\gary_stafford\real\gs_00671.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00671.wav,16000,16000,4.2250625
data\raw\gary_stafford\real\gs_00672.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00672.wav,16000,16000,2.8440625
data\raw\gary_stafford\real\gs_00673.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00673.wav,16000,16000,3.9460625
data\raw\gary_stafford\real\gs_00674.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00674.wav,16000,16000,3.61
data\raw\gary_stafford\real\gs_00675.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00675.wav,16000,16000,6.8030625
data\raw\gary_stafford\real\gs_00676.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00676.wav,16000,16000,6.684
data\raw\gary_stafford\real\gs_00677.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00677.wav,16000,16000,2.861
data\raw\gary_stafford\real\gs_00678.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00678.wav,16000,16000,2.6080625
data\raw\gary_stafford\real\gs_00679.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00679.wav,16000,16000,2.9230625
data\raw\gary_stafford\real\gs_00680.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00680.wav,16000,16000,2.9630625
data\raw\gary_stafford\real\gs_00681.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00681.wav,16000,16000,4.39
data\raw\gary_stafford\real\gs_00682.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00682.wav,16000,16000,4.035
data\raw\gary_stafford\real\gs_00683.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00683.wav,16000,16000,4.967
data\raw\gary_stafford\real\gs_00684.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00684.wav,16000,16000,7.5960625
data\raw\gary_stafford\real\gs_00685.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00685.wav,16000,16000,4.184
data\raw\gary_stafford\real\gs_00686.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00686.wav,16000,16000,8.1
data\raw\gary_stafford\real\gs_00687.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00687.wav,16000,16000,4.032
data\raw\gary_stafford\real\gs_00688.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00688.wav,16000,16000,3.843
data\raw\gary_stafford\real\gs_00689.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00689.wav,16000,16000,2.6060625
data\raw\gary_stafford\real\gs_00690.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00690.wav,16000,16000,4.701
data\raw\gary_stafford\real\gs_00691.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00691.wav,16000,16000,3.2670625
data\raw\gary_stafford\real\gs_00692.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00692.wav,16000,16000,8.809
data\raw\gary_stafford\real\gs_00693.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00693.wav,16000,16000,2.6350625
data\raw\gary_stafford\real\gs_00694.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00694.wav,16000,16000,4.5380625
data\raw\gary_stafford\real\gs_00695.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00695.wav,16000,16000,3.2380625
data\raw\gary_stafford\real\gs_00696.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00696.wav,16000,16000,3.9280625
data\raw\gary_stafford\real\gs_00697.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00697.wav,16000,16000,4.4480625
data\raw\gary_stafford\real\gs_00698.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00698.wav,16000,16000,7.094
data\raw\gary_stafford\real\gs_00699.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00699.wav,16000,16000,3.983
data\raw\gary_stafford\real\gs_00700.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00700.wav,16000,16000,3.786
data\raw\gary_stafford\real\gs_00701.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00701.wav,16000,16000,6.7260625
data\raw\gary_stafford\real\gs_00702.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00702.wav,16000,16000,2.52
data\raw\gary_stafford\real\gs_00703.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00703.wav,16000,16000,3.894
data\raw\gary_stafford\real\gs_00704.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00704.wav,16000,16000,4.142
data\raw\gary_stafford\real\gs_00705.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00705.wav,16000,16000,7.0950625
data\raw\gary_stafford\real\gs_00706.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00706.wav,16000,16000,5.135
data\raw\gary_stafford\real\gs_00707.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00707.wav,16000,16000,4.051
data\raw\gary_stafford\real\gs_00708.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00708.wav,16000,16000,4.2420625
data\raw\gary_stafford\real\gs_00709.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00709.wav,16000,16000,5.4870625
data\raw\gary_stafford\real\gs_00710.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00710.wav,16000,16000,3.043
data\raw\gary_stafford\real\gs_00711.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00711.wav,16000,16000,3.1870625
data\raw\gary_stafford\real\gs_00712.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00712.wav,16000,16000,5.743
data\raw\gary_stafford\real\gs_00713.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00713.wav,16000,16000,4.7090625
data\raw\gary_stafford\real\gs_00714.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00714.wav,16000,16000,4.1150625
data\raw\gary_stafford\real\gs_00715.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00715.wav,16000,16000,2.502
data\raw\gary_stafford\real\gs_00716.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00716.wav,16000,16000,3.0080625
data\raw\gary_stafford\real\gs_00717.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00717.wav,16000,16000,3.61
data\raw\gary_stafford\real\gs_00718.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00718.wav,16000,16000,3.5060625
data\raw\gary_stafford\real\gs_00719.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00719.wav,16000,16000,4.4020625
data\raw\gary_stafford\real\gs_00720.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00720.wav,16000,16000,10.861
data\raw\gary_stafford\real\gs_00721.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00721.wav,16000,16000,6.0780625
data\raw\gary_stafford\real\gs_00722.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00722.wav,16000,16000,2.623
data\raw\gary_stafford\real\gs_00723.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00723.wav,16000,16000,5.132
data\raw\gary_stafford\real\gs_00724.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00724.wav,16000,16000,7.565
data\raw\gary_stafford\real\gs_00725.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00725.wav,16000,16000,7.213
data\raw\gary_stafford\real\gs_00726.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00726.wav,16000,16000,4.485
data\raw\gary_stafford\real\gs_00727.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00727.wav,16000,16000,6.565
data\raw\gary_stafford\real\gs_00728.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00728.wav,16000,16000,4.936
data\raw\gary_stafford\real\gs_00729.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00729.wav,16000,16000,3.192
data\raw\gary_stafford\real\gs_00730.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00730.wav,16000,16000,5.833
data\raw\gary_stafford\real\gs_00731.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00731.wav,16000,16000,3.8690625
data\raw\gary_stafford\real\gs_00732.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00732.wav,16000,16000,9.4890625
data\raw\gary_stafford\real\gs_00733.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00733.wav,16000,16000,6.2780625
data\raw\gary_stafford\real\gs_00734.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00734.wav,16000,16000,6.433
data\raw\gary_stafford\real\gs_00735.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00735.wav,16000,16000,2.913
data\raw\gary_stafford\real\gs_00736.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00736.wav,16000,16000,3.552
data\raw\gary_stafford\real\gs_00737.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00737.wav,16000,16000,5.0990625
data\raw\gary_stafford\real\gs_00738.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00738.wav,16000,16000,9.951
data\raw\gary_stafford\real\gs_00739.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00739.wav,16000,16000,7.4490625
data\raw\gary_stafford\real\gs_00740.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00740.wav,16000,16000,3.3340625
data\raw\gary_stafford\real\gs_00741.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00741.wav,16000,16000,2.94
data\raw\gary_stafford\real\gs_00742.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00742.wav,16000,16000,3.693
data\raw\gary_stafford\real\gs_00743.wav,C:\Users\Akasdip\morph\data\interim\gary_stafford_real_16k\gs_00743.wav,16000,16000,7.644
